"COMID"	"QC_04"	"QC_05"	"QC_08"	"QC_MA"	"SLOPE"	"wetindexws"	"pctcarbresidws"	"pctglactilloamws"	"na2ows"	"rckdepws"	"pctglactilcrsws"	"pctcolluvsedws"	"sio2ws"	"k2ows"	"clayws"	"pcthydricws"	"pcteolcrsws"	"hydrlcondws"	"runoffws"	"pctglaclakecrsws"	"fe2o3ws"	"bfiws"	"p2o5ws"	"al2o3ws"	"omws"	"compstrgthws"	"kffactws"	"pctglactilclayws"	"wtdepws"	"caows"	"mgows"	"pctalluvcoastws"	"permws"	"pctsilicicws"	"elevws"	"pctcoastcrsws"	"pctnoncarbresidws"	"sandws"	"sws"	"nws"	"precip9120ws"	"tmax9120ws"	"tmean9120ws"	"tmin9120ws"	"wsareasqkmws"
3808445	0.710455864335509	0.544192110765157	0.00603795499774551	0.343605508104369	-2.50744822103856	777.0039	0	0	0.5853	97.4818788096092	0	100	2042.08917858006	1.7711	21.085371100753	0	0	-0.775725985703151	0.499998892786281	0	2.8223	41	-3.21723617266332	8.9614	-1.22381062748732	66.5244	0.3	0	147.813079956974	0.722299019996525	0.398025523718157	0	12.7060415919684	0	9.58348801853877	0	0	26.3543635711725	-0.466609291981177	0.0938	1291.85033006812	90.9752147702792	8.59875962176407	3.67147058841879	0.879242738528672
3808367	0.667639706056504	0.518118947143285	0.00603795499774551	0.337658891026342	-2.34441543745086	762.3013	0	0	0.6104	97.4706210976011	0	100	1094.85401250005	1.7885	21.0851560959579	0	0	-1.24795155217287	0.499998892786281	0	2.9094	40.5626	-1.87663997790335	9.6807	-1.21839360797315	48.7912	0.3	0	147.851777850805	1.37707398136326	0.686205598092228	0	12.7085277686494	0	9.45254118247861	0	0	26.545251396648	0.0213547130818364	0.2792	1187.69036357871	95.3854255794004	8.70835044452843	3.56959347226421	0.958394506549417
3808831	1.24718739058638	1.06900171704564	0.500510910526474	0.875003353600099	-3.23775227363378	797.1339	0	0	0.5897	97.28	0	100	1879.68770980506	1.7765	21.1	0	0	-0.823908740941423	0.499998892786281	0	2.8386	41	-2.92861151543183	9.104	-1.22872679287002	63.7212	0.3	0	148.28	0.947790968645563	0.470282868948262	0	12.71	0	9.60866587064707	0	0	26.1300542088575	-0.346594509334534	0.1226	1294.16294179196	90.606476801196	8.6196411172241	3.74213524634346	1.95446020049943
3808837	1.40186560719963	1.22422218608467	0.649334858712239	1.03462845662536	-5.46667477565541	804.5076	0	0	0.6028	100.964952380952	0	100	1370.83987218005	1.7857	20.8329744651484	0	0	-1.03668448860916	0.49999888000166	0	2.8843	41	-2.20036375367715	9.4813	-1.08574018389419	54.4405	0.3003	0	139.757173222912	1.28032406907541	0.627671457294055	0	12.637746031746	0	9.56230022165793	0	0	27.0306218081436	-0.085603947869685	0.2196	1285.76655750173	92.3961608749056	8.66816651897861	3.70664311354037	2.26484696227274
3808491	0.772761647144106	0.612677918316608	0.00817418400685259	0.41514035219604	-3.19609140031693	745.2875	0	0	0.6103	109.01	0	100	1098.08593800005	1.7885	20.25	0	0	-1.2448877335973	0.499998892786281	0	2.9091	40.5887	-1.88047973934257	9.6782	-0.837730814069069	48.8613	0.3	0	121.15	1.37610181586881	0.685593913098256	0	12.48	0	9.44605123209721	0	0	28.9845935302391	0.0201954897536092	0.2784	1232.396056391	95.9918221022431	8.72342020939522	3.55495735845288	1.09791393824725
3808353	0.0663259253624106	-0.0798766737087541	-0.712198270067535	-0.313363730736813	-2.92413266508957	686.7417	0	0	0.8272	103.02	0	100	2098.46275698006	2.3684	19.13	0	0	-1.24718356880406	0.499998654354917	0	3.6315	40.3977	-4.04142071958666	11.8924	-0.590315200444307	70.2529	0.28	0	143.33	0.685063956112269	0.376985857579355	0	12.11	0	9.45068796676346	0	0	28.2	-0.519274621010077	0.0572	1175.99277978084	96.6538537276028	8.79859332734398	3.65561419197387	-0.489476802775638
3808533	0.848127510567936	0.684845361644502	0.0748164406455403	0.485579476984821	-2.9207158239878	748.0053	0	0	0.6104	109.01	0	100	1094.85401250005	1.7885	20.25	0	0	-1.24795155217287	0.499998892786281	0	2.9094	40.5794	-1.87663997790335	9.6807	-0.837730814069069	48.7912	0.3	0	121.15	1.37707398136326	0.686205598092228	0	12.48	0	9.44004490319175	0	0	28.9636311377246	0.0213547130818364	0.2792	1240.92825429222	95.6988531563555	8.74093524064671	3.61148752572455	1.23987907804193
3808503	1.04222100239042	0.878464345341526	0.321184027302521	0.690727543870455	-2.66102836874566	751.5349	0	0	0.5998	104.29443902439	0	100	1488.72622752005	1.7843	20.5917073170732	0	0	-0.974694134731133	0.499998846159495	0	2.874	40.0069	-2.35098079648813	9.3987	-0.974663163818676	56.6909	0.3	0	132.056493543759	1.22744788839545	0.598054584187629	0	12.5724619799139	0	9.49535961856666	0	0	27.8228637015782	-0.136558171385697	0.196	1210.29631556098	94.1435651185504	8.70293501275466	3.64779866527977	1.67752553659061
3808483	1.38619565612058	1.22057875463286	0.70646173763144	1.0453229787867	-3.16383668912419	761.6559	0	0	0.6025	104.806149705846	0	100	1383.43761618005	1.7855	20.1854262110402	0	0	-1.02965312376526	0.499998875887549	0	2.8831	40.1267	-2.2158389813697	9.4717	-0.937895803150882	54.6878	0.2957	0	134.917244961823	1.27511486254133	0.624680978832148	0	13.1960245337339	0	9.51256544803282	0	0	28.5898479158843	-0.0908720580102039	0.2171	1203.05857211165	93.7813477138421	8.68967346970835	3.64738604049318	2.34009281411546
3808341	0.582744965691391	0.428782511497116	-0.116338564845815	0.238046103129046	-2.2919532220102	769.4134	0	0	0.6104	114.079497975709	0	100	1094.85401250005	1.7885	16.7866153846154	0	0	-1.24795155217287	0.499998892786281	0	2.9094	40	-1.87663997790335	9.6807	-0.708523180171353	48.7912	0.2316	0	147.450882591093	1.37707398136326	0.686205598092228	0	19.185012145749	0	9.40760809629296	0	0	36.2941295546559	0.0213547130818364	0.2792	1168.05425150607	96.3168837092247	8.63515886931174	3.35734904855061	0.767781940076921
3808295	0.107209969648208	-0.0428718023227076	-0.638272163980519	-0.262012673665775	-2.58372942210801	697.6189	0	0	0.6688	94.5869565217391	0	100	2246.80817780507	1.8476	20.5132480818414	0	0	-0.706858516546858	0.499998892786281	0	3.0177	41	-3.49566044824328	8.9593	-0.643991458605281	71.067	0.3	0	168.991636828645	0.513411707506078	0.356416527223995	0	9.08593350383632	0	9.40285546820511	0	0	26.4923401534527	-0.420788219767356	0.0969	1159.48166166752	95.6494055320821	8.65340610904092	3.43884326246803	-0.357503142817604
3808351	0.278296208091503	0.127428777851923	-0.496209316941457	-0.095825631715295	-2.83600566439328	710.9619	0	0	0.7952	103.02	0	100	2131.63642098006	2.2282	19.13	0	0	-1.06398920427976	0.499998892786281	0	3.4877	41	-3.74203897411463	11.1689	-0.590315200444307	70.3053	0.28	0	143.33	0.674158600589336	0.385862556040419	0	12.11	0	9.42973940071206	0	0	28.2	-0.52287874527889	0.0549	1164.43463259322	95.7012455675206	8.76441398152542	3.65927707017797	0.0599733603319708
3808343	0.526597709103581	0.373647472209401	-0.259637310504967	0.151063253354057	-3.0473283067619	703.6766	0	0	0.8272	103.02	0	100	2098.46275698006	2.3684	19.13	0	0	-1.24718356880406	0.499998726456978	0	3.6315	40.5988	-4.04142071958666	11.8924	-0.590315200444307	70.2529	0.28	0	143.33	0.685063956112269	0.376985857579355	0	12.11	0	9.43388197185096	0	0	28.2	-0.519274621010077	0.0572	1173.01943586833	96.3223676512517	8.80458252617011	3.69132550996636	0.608206370657421
3808349	0.17811325231492	0.0301947853571564	-0.600326278517232	-0.200659450545729	-6.83772230820884	708.2179	0	0	0.8272	103.02	0	100	2098.46275698006	2.3684	19.13	0	0	-1.24718356880406	0.499998678187735	0	3.6315	40.9524	-4.04142071958666	11.8924	-0.590315200444307	70.2529	0.28	0	143.33	0.685063956112269	0.376985857579355	0	12.11	0	9.4449735890476	0	0	28.2	-0.519274621010077	0.0572	1173.71427849558	96.0206497535585	8.80424460267699	3.71278589595133	-0.20842884521225
3806673	1.0110203555163	0.852601969338296	0.206286044412703	0.630936119064293	-3.63880468030484	727.1865	0	0	0.7762	90.0356949040371	0	100	2150.01247842007	2.1588	19.7987475181999	0	0	-0.985479461237876	0.499998839307914	0	3.4102	40.0116	-3.64646927846108	10.7912	-0.239965940679085	70.3806	0.3143	0	162.146639642621	0.660069882233286	0.386051080550475	0	8.29324619457313	0	9.47132730083812	0	0	27.4482147584381	-0.514846650094927	0.0576	1199.21974944573	96.0690613442555	8.76628639885837	3.63595249316678	1.55803973843961
3806659	0.624900602204593	0.472756449317359	-0.1758741660828	0.246005904076276	-3.34330004875668	756.432	0	0	0.495	93.463792	0	100	2446.35101250007	1.7225	20.464416	0	0	-0.58236226034611	0.499998892786281	0	2.5699	41	-4.02583562819442	7.6359	-0.564258830508667	79.7841	0.3151	0	169.042168	0.510322154552696	0.250655676283814	0	8.813064	0	9.49239175750579	0	0	26.368372	-0.766242637031954	0.0333	1182.944318848	95.5103765485158	8.73790169524	3.619041875552	0.778920885183132
3806667	0.432648660013267	0.276921132066003	-0.360513510730418	0.0549958615295242	-3.12021185739435	709.2052	0	0	0.6182	89.0545189504373	0	100	2314.31605698007	1.9619	19.2769387755102	0	0	-0.731422028114817	0.499998892786281	0	2.9633	40	-4.0310186665961	9.2133	-0.128439183599722	76.2519	0.318	0	157.96361516035	0.582913926961558	0.303038751045928	0	8.48516034985423	0	9.44590033406195	0	0	28.9109912536443	-0.657774770637235	0.0422	1159.31028458309	96.5554411811056	8.80117389189504	3.66956624651312	0.424767310968325
3806675	0.977037335224727	0.81736701628766	0.174350597479671	0.598681098907273	-3.41021315106746	730.2281	0	0	0.8195	100.749818117605	0	100	2106.40720660506	2.3347	19.2487409500265	0	0	-1.19586056765783	0.499998824657066	0	3.5969	40	-3.96455767756749	11.7186	-0.509252970548573	70.2655	0.2829	0	146.573711813526	0.682470082158793	0.379151921525188	0	11.4372770616281	0	9.46533729855026	0	0	27.9695179233622	-0.520136886975464	0.0567	1197.09069990111	96.7105208308672	8.79349124260992	3.64374524389899	1.50289288762784
3808331	1.00229568255498	0.842109763440673	0.198931869932484	0.624488362513552	-3.70249153317532	731.9581	0	0	0.82	100.890458837171	0	100	2105.91388984506	2.3368	19.2413847937717	0	0	-1.19859628997578	0.499998829058198	0	3.5991	40	-3.96960034191051	11.7293	-0.514027432009862	70.2647	0.2828	0	146.372759648832	0.682641579708213	0.378997702291884	0	11.4789531224118	0	9.45875295461906	0	0	27.9826171939705	-0.520136886975464	0.0567	1195.96901769654	96.751375008458	8.79676684413782	3.64743661868809	1.55706138974995
3808323	0.489536629482236	0.336259552014394	-0.300162274131887	0.119915410258321	-3.15904154766666	713.9677	0	0	0.7855	98.6525881768505	0	100	2141.27271072007	2.2361	19.2697267759563	0	0	-1.0510982390249	0.499998892786281	0	3.4708	40.1709	-3.83971976025928	11.152	-0.422335154328849	70.8841	0.2953	0	148.288648782911	0.668617930489917	0.376286409281247	0	10.8652459016393	0	9.424948987231	0	0	28.0665871833085	-0.533725678209224	0.0542	1156.67433265772	95.3618481895965	8.78172060963736	3.71533986898162	0.576952690113589
3808379	0.84317046451996	0.676785030419297	0.0976043288747578	0.523876475638261	-2.41152737407287	729.8644	0	0	0.6008	110.312748815166	0	100	1450.35377812505	1.7849	17.6110611992582	0	0	-0.9939620449984	0.499998892786281	0	2.8775	37.878	-2.30082086768272	9.4277	-0.717851114798446	55.9599	0.2475	0	150.621629919637	1.24555692142234	0.608012230018577	0	17.2621306408407	0	9.15558789310393	0	0	33.6259488975891	-0.119472221800623	0.2036	1245.08698263136	108.797253944398	9.24354295005151	3.70278004549763	1.37071684342312
3808355	1.06788880668544	0.889301702506366	0.326745379565527	0.71816940539139	-2.44504565223529	733.8662	0	0	0.549	101.179103163686	0	100	1624.10830180506	1.6089	19.2407083906465	0	0	-0.755475488427443	0.499998892786281	0	2.6473	38.7662	-3.21198398723377	7.6497	-0.665941970132555	69.3916	0.2637	0	162.302089408528	1.26238421837045	0.599134129720356	0	12.5334759284732	0	9.36261062233275	0	0	29.8527386519945	-0.407823242603022	0.1017	1278.01824311417	99.8218211810675	8.98451826837689	3.80287258795048	1.71252353735094
3808291	0.866936817731698	0.691611874214505	0.15563963376008	0.510276844417489	-3.01179391772283	730.3694	0	0	0.5785	94.2593596287703	0	100	1759.80924552006	1.6243	20.5648143851508	0	0	-0.689306687654516	0.499998892786281	0	2.5975	39	-3.66831086585613	7.5119	-0.645959155900962	75.0232	0.2914	0	170.140109048724	1.20182414192684	0.522855234278308	0	8.98074477958237	0	9.45995094151531	0	0	26.3614106728538	-0.459670525207875	0.1153	1293.99050904872	95.5164095616416	8.81395822289791	3.77135243559629	1.26771257746827
3808293	0.907518846106683	0.745152895076978	0.128076012669039	0.598899887063992	-3.26168099022009	737.3585	0	0	0.4585	110.481929227628	0	100	1038.99760800005	1.207	19.7406294658047	0	0	-0.813891620183965	0.499998892786281	0	2.2847	37.2729	-2.73955653338986	6.2881	-0.808604216381003	66.9755	0.2732	0	139.536696155155	1.39678809197755	0.359918069513307	0	13.8866961551548	0	9.02444422626686	0	0	29.9992888737666	-0.466227941614011	0.2218	1232.98928100934	111.745698674225	9.34568822404071	3.70862939606273	1.55102402470026
3808807	0.465977368285971	0.32263271169243	-0.278189384786629	0.201397124320725	-2.54255874871148	691.1158	0	0	0.5917	102.99	0	100	932.062803205043	1.328	26.17	0	0	-1.2321023839745	0.499998892786281	0	2.4556	37	-1.80277667415816	6.6855	-1.08116392499046	65.4237	0.35	0	121.23	1.46734802540331	0.635555231604783	0	2.54	0	8.78908033998274	0	0	16.27	-0.274987274658025	0.1488	1197.63387644337	121.594950887167	9.57461233997956	3.52306729691463	0.777074637878262
3809171	0.45514952117998	0.311753861055966	-0.289882634887337	0.189490313699648	-2.57036148937215	689.2908	0	0	0.5911	102.99	0	100	927.490588605043	1.3145	26.17	0	0	-1.2321023839745	0.499998892786281	0	2.4423	37	-1.80132564056835	6.5978	-1.08116392499046	65.9109	0.35	0	121.23	1.46943442337438	0.633820352264955	0	2.54	0	8.79799552712374	0	0	16.27	-0.287602868592443	0.145	1197.69267700908	121.395709384551	9.57020275033003	3.5269907314604	0.750409893431606
3808817	0.857875025523623	0.690904554055055	0.109240968588541	0.550961752298298	-2.08478605395021	725.9508	0	0	0.5979	101.349447101588	0	100	1567.41600112506	1.7839	21.2730763344174	0	0	-0.939679971307935	0.499998892786281	0	2.8679	38.0488	-2.45640240063386	9.3514	-1.08224571630248	58.1229	0.289	0	143.091168930553	1.18606329422235	0.576127500847925	0	11.9733059116128	0	9.15931004791558	0	0	26.2205528984121	-0.172824651700661	0.1808	1237.6784926497	108.568118697112	9.23823225154008	3.7066348814999	1.43454379187747
3808827	0.788239097382239	0.632153483510734	0.0629578340848859	0.525951341248142	-2.54777306346804	672.8903	0	0	0.6102	101.343767787173	0	100	1098.91576444505	1.7885	24.7082841823056	0	0	-1.24412514431989	0.499998892786281	0	2.9091	38.0153	-1.8812489922288	9.6776	-1.12102598163892	48.8792	0.3401	0	129.028700763044	1.37585274379449	0.68543567159494	0	5.4720808414106	0	8.8641232157761	0	0	19.0065889874201	0.0198637139682583	0.2782	1231.99769987214	117.589212022997	9.51784607366467	3.66706013707981	1.37000526730036
3808509	0.73471984165576	0.574147064150838	0.0182843084269473	0.465680211598427	-2.39230404088704	698.9193	0	0	0.6052	101.890224746254	0	100	1280.16580608005	1.7866	25.1934920251329	0	0	-1.09312646527255	0.499998892786281	0	2.8923	38.2332	-2.09007614021235	9.5444	-1.10716688843905	52.653	0.3484	0	126.439968583857	1.31565415508497	0.648419646310288	0	4.49879410343161	0	8.88472101389152	0	0	18.4196592556791	-0.048808242064808	0.2385	1239.95307063074	117.171412550691	9.4909355242871	3.64104030592073	1.23207754015073
3808587	1.40871471531984	1.23736777302179	0.78859255592043	1.06043340670278	-2.32543198345597	733.8287	0	0	0.5795	97.28	0	100	1885.30899112506	1.6648	21.1	0	0	-0.721475035260695	0.499998911428158	0	2.6702	38.1013	-3.23839014809037	8.4445	-1.22872679287002	66.3106	0.3	0	148.28	0.799745519072421	0.375195251484302	0	12.71	0	9.44380478027851	0	0	26.13	-0.41172829315655	0.1424	1342.36878278151	97.7962725875588	8.99605204119463	3.97063185893255	2.23796930772952
3808861	1.5003874359212	1.3187726598255	0.917977882592961	1.15262463944765	-4.73909157969357	779.687	0	0	0.5603	100.575782608696	0	100	1582.22882688006	1.3892	21.3978695652174	0	0	-0.617442678089414	0.499998892786281	0	2.3408	37.879	-2.8783170494364	6.1785	-1.3340801570044	78.3869	0.2715	0	158.859173913043	1.39311404739959	0.584631360332468	0	9.81297826086957	0	9.54894630335632	0	0	31.3900309617918	-0.467882883749921	0.0589	1394.12356948289	95.3469059560136	8.90381004522285	3.96257216263605	2.35272952453302
3808581	1.30860709396834	1.13414521988033	0.665111737075145	0.988514365833711	-2.8995413508247	733.109	0	0	0.5945	98.7596214982688	0	100	1322.21789122005	1.6864	22.4137795089707	0	0	-0.918292729899053	0.499998892786281	0	2.7398	37.5814	-2.2956885074419	8.9034	-1.18688936600047	55.7938	0.3248	0	141.270584671073	1.2703887691772	0.605880266425095	0	10.0746671388102	0	9.23292754660583	0	0	23.5833537928864	-0.093072652690506	0.2464	1303.0910892666	105.385718619572	9.19661532971357	3.84141990263613	2.16267189831545
3808573	0.79837437668163	0.626750853683496	0.143014800254408	0.470851324526264	-2.44101797896354	729.2094	0	0	0.6033	97.28	0	100	1353.50274112505	1.7859	21.1	0	0	-1.04720755695107	0.499998892786281	0	2.8858	38.3178	-2.17839535950957	9.4932	-1.22872679287002	54.1034	0.3	0	148.28	1.28740288532415	0.631770814154865	0	12.71	0	9.22697738765114	0	0	26.13	-0.0784175596060634	0.2232	1295.23327320465	104.600034234947	9.17155999976203	3.84459811583818	1.15284580398429
3808599	0.993788813818749	0.826334005622285	0.37272794088578	0.637689819118501	-2.47354587835301	738.9178	0	0	0.5841	97.28	0	100	2040.11467012506	1.7473	21.1	0	0	-0.753747687698215	0.499998892786281	0	2.7839	38.1395	-3.29596328982437	8.8688	-1.22872679287002	66.8947	0.3	0	148.28	0.644620582124898	0.364675984752627	0	12.71	0	9.48359617379649	0	0	26.13	-0.481091426307271	0.1017	1342.58130126526	96.6127273175271	8.95921351090874	3.98123647440419	1.42365262796213
3808597	1.16651891754097	1.00268431298977	0.565257343420332	0.817895757161862	-2.72317126320997	733.1405	0	0	0.5744	97.28	0	100	1803.82859920506	1.594	21.1	0	0	-0.685290307042722	0.499998926019935	0	2.5696	37.953	-3.28322202851109	8.0545	-1.22872679287002	66.5949	0.3	0	148.28	0.832264853400094	0.356540763143069	0	12.71	0	9.45243361499519	0	0	26.13	-0.392759496167184	0.1688	1349.34860715389	97.2967179473026	8.98111885967576	3.97700466148996	1.76767571145299
3808863	1.89592506433051	1.71042202628314	1.31651549381846	1.55123035534298	-4.03156199522689	760.6367	0	0	0.5897	99.300727254589	0	100	1817.67766242006	1.5094	20.7963178371907	0	0	-0.638649975645844	0.499998902949592	0	2.4773	38.159	-2.99430500793351	7.007	-0.870134363190949	77.1952	0.281	0	153.360498802873	1.28285924868669	0.51690821256062	0	10.0364889265762	0	9.57775266676022	0	0	30.0310145650439	-0.477034404506711	0.0604	1401.87514164805	94.6027506095284	8.87335566534369	3.95502065894282	3.03210107867539
3808595	1.17058438193922	0.973589623427303	0.480006942957294	0.81736701628766	-2.92822585146897	713.5198	0	0	0.5366	100.805411682731	0	100	1397.44626322005	1.5209	18.4342283126234	0	0	-0.74376346679167	0.499998892786281	0	2.566	39	-3.00679397785537	6.7075	-0.489392873629121	70.2858	0.2815	0	149.378409011729	1.37839919075979	0.66933403875416	0	15.15837417257	0	9.37020480431771	0	0	29.3259365927302	-0.301725423324762	0.1214	1301.05418419463	99.5328634175724	9.04227987663454	3.9402463879921	1.85163658601266
3809199	1.17184341957961	0.974879973006976	0.481299273332999	0.818819507547602	-2.39372795878288	713.3081	0	0	0.5367	100.793391968522	0	100	1397.77940312505	1.5211	18.4329070709409	0	0	-0.744004273275189	0.499998892786281	0	2.5663	39	-3.00522817317118	6.7084	-0.489347856500659	70.268	0.2816	0	149.404257609073	1.37822799264808	0.66924654362649	0	15.1701689619257	0	9.36932677185423	0	0	29.3235482004398	-0.301290650556544	0.1215	1300.98476193759	99.5672155327835	9.04338736965444	3.94003628194109	1.85446998092787
3808653	1.97792470563977	1.79130459385705	1.38589213471242	1.63382180730169	-3.33117212445956	764.9268	0	0	0.5893	98.8970012173948	0	100	1857.58518408006	1.5622	20.8569912387491	0	0	-0.663740447983804	0.499998900973193	0	2.5469	38.2878	-3.03044331201879	7.4111	-0.932248417260246	74.9901	0.2847	0	152.345453529447	1.22970306744315	0.497916352864639	0	10.5706362384497	0	9.56389540988213	0	0	29.251621330353	-0.471468939363302	0.0679	1393.49030565405	95.0427933768392	8.86930751405735	3.91498587023518	3.18207615360232
3808857	1.32174337820425	1.14285855111342	0.73319726510665	0.972850555847276	-5.13279426547833	786.5362	0	0	0.5272	99.5173722356439	0	100	1248.64514620505	1.2915	21.3022114848541	0	0	-0.69680394257735	0.499998892786281	0	2.2573	38	-2.61117602197044	5.6219	-1.29885265426963	76.5773	0.2798	0	155.461769187883	1.47000664276263	0.64037832200538	0	10.7433302360156	0	9.54139677685006	0	0	29.6674995354023	-0.387428045933764	0.075	1388.5338644697	95.4314764032475	8.89969964508676	3.94912853621323	2.03242865957005
3808621	0.844601419626409	0.673849977343041	0.269746373131	0.495127881243072	-4.8957252199778	804.4415	0	0	0.5258	100.395657704539	0	100	1072.17393020505	1.14	21.3815900549292	0	0	-0.749092300296707	0.499998892786281	0	2.0907	38	-2.31424578034739	5.1141	-1.32649227360357	80.042	0.2796	0	158.280988725065	1.52244992763023	0.551207252491001	0	9.97130962705984	0	9.52021576750431	0	0	30.9245446660885	-0.401537799524755	0.0646	1388.61956287655	96.1660245955532	8.93281276076901	3.96352421702804	1.07351061544628
3808641	1.00281377922472	0.828531006645166	0.376576957056694	0.641374945192225	-3.10147469053176	794.5713	0	0	0.5866	97.28	0	100	2067.64529800006	1.7792	21.1	0	0	-0.774949303859365	0.499998892786281	0	2.8298	38.2678	-3.25798803154011	9.0478	-1.22872679287002	66.5831	0.3	0	148.28	0.645398007833784	0.379421620951111	0	12.71	0	9.57801298293919	0	0	26.13	-0.482804102048706	0.0918	1364.12790072177	93.3717729681067	8.8234203885736	3.94497568964007	1.43846675865021
3808849	0.625415352154511	0.458939861890477	0.0350292822027688	0.269746373131	-3.37453055396963	739.0479	0	0	0.5055	97.28	0	100	1105.43866818005	1.3869	21.1	0	0	-0.811071516236336	0.499998892786281	0	2.4197	38	-2.41272266298343	5.7493	-1.22872679287002	67.8173	0.2976	0	148.28	1.46402458484286	0.718808874392003	0	12.71	0	9.58432108787377	0	0	26.1338122605364	-0.212681243374744	0.1301	1379.43987499042	93.5321248950017	8.83554253132184	3.96030691871169	0.611359720613474
3808639	0.903198547043033	0.732795698289409	0.359645792674733	0.55291145021663	-2.8301253694405	761.6083	0	0	0.656	103.493194483535	0	100	2664.83956612507	1.6539	21.6615423585702	0	0	-0.470056598340049	0.499998892786281	0	2.5785	37.545	-3.63347300804538	7.7116	-1.43568391060106	82.6114	0.25	0	168.223810864059	0.523331622038169	0.190152251377397	0	7.2485477061638	0	9.5765969601405	0	0	36.2059527160146	-0.723538195824458	0.0228	1407.95631660752	94.8352448303809	8.91950797351695	4.02904230519068	1.15144101037229
3808643	1.55233963383121	1.37542582979236	1.00872788665243	1.20956862783597	-4.4451279515556	746.9329	0	0	0.6312	99.0430752602537	0	100	2105.77758882006	1.565	20.1501109278116	0	0	-0.608183076384989	0.499998916345692	0	2.5172	38.3617	-3.12652002399585	7.3997	-0.510141807157833	80.3175	0.2818	0	150.732689003925	1.15149816572539	0.392651078044705	0	9.1136458274077	0	9.60927570570332	0	0	30.4856408214347	-0.535957794559697	0.0438	1419.39814484748	94.0076259381895	8.86785404206885	3.9872357889457	2.41396900051969
3808881	1.43013958188472	1.25536900426647	0.89081209895518	1.08735543005409	-4.51796092440671	739.932	0	0	0.6267	96.0816619910532	0	100	2040.68967112506	1.5428	19.5798877852756	0	0	-0.619969752030359	0.499998905877179	0	2.4968	38.6159	-3.02727237642134	7.2866	-0.350854574365312	80.1128	0.2903	0	151.032760633862	1.19318756008431	0.391801484004749	0	9.57691030404125	0	9.61339776183381	0	0	29.4823959360073	-0.502932063600113	0.049	1420.2516792562	93.9524556078236	8.86006706248237	3.97592131677079	2.19173467524327
3808659	0.180985580787017	0.02571538390175	-0.381951903286861	-0.173277479830361	-2.3070136801456	715.8236	0	0	0.5867	97.28	0	100	2069.10548344506	1.7797	21.1	0	0	-0.774690718271552	0.499998892786281	0	2.8302	39.7653	-3.25977957874468	9.0527	-1.22872679287002	66.5864	0.3	0	148.28	0.640587682856671	0.378341414895326	0	12.71	0	9.60176476401068	0	0	26.13	-0.483861423281602	0.0916	1380.52270921303	94.7585804421271	8.78117292835821	3.75856406523745	-0.419071066250408
3808865	0.93801909747626	0.771072783221268	0.408748606184413	0.591064607026611	-3.42514050447221	752.1567	0	0	0.6709	108.866526367913	0	100	2529.85731884507	1.6956	21.9295766278782	0	0	-0.564474148499752	0.499998951560451	0	2.6492	37.5499	-3.44776894798111	8.1137	-1.36662411514431	80.9385	0.253	0	149.965976726913	0.560554943041938	0.243513125047853	0	7.28836345630107	0	9.60895867809965	0	0	34.129472641743	-0.64111379559223	0.0288	1419.09428814806	93.8446025875484	8.89091500128745	4.04441609616242	1.21081989995062
3809441	1.20642106523802	1.04438294707358	0.599446375725385	0.884738737769688	-3.21861726612285	768.0894	0	0	0.6018	101.019792998478	0	100	1410.56906322005	1.7853	20.8290005073567	0	0	-1.01502287358001	0.499998892786281	0	2.8809	39.3257	-2.25025692201458	9.4544	-1.09098695179025	55.205	0.3	0	139.63033384069	1.26344542135289	0.618029029793882	0	12.63667072552	0	9.436621511922	0	0	27.0142810755961	-0.10231793820303	0.2116	1350.99715674581	101.216145233521	8.85863033064434	3.45294304146119	1.96085084981521
3808657	0.888797067456737	0.722880610687022	0.292034435994958	0.549493713215136	-3.16156145330652	779.688	0	0	0.5907	97.2882431482783	0	100	1881.98184824506	1.7812	21.0994026704146	0	0	-0.826813731584811	0.499998892786281	0	2.8437	39.0335	-2.93011240271485	9.1594	-1.22872679287002	63.5643	0.3	0	148.260934645116	0.938151219647055	0.4671213897477	0	12.7098383696416	0	9.4977449795428	0	0	26.1558444600609	-0.345919764692466	0.1235	1367.73100475521	98.0761468123455	8.83551726448817	3.62890025083158	1.25936200815232
3809473	1.76448249717551	1.60003581211463	1.17562776436721	1.45223124440584	-5.88763515378501	748.923	0	0	0.5954	104.176899474625	0	100	1424.29227112505	1.7405	21.7980818393544	0	0	-0.95979337242133	0.499998892786281	0	2.8151	39.6773	-2.38860388289451	9.1476	-0.993588896588665	57.1896	0.3097	0	129.304417754428	1.24817342698934	0.590549891495889	0	10.3777200346639	0	9.46408468245569	0	0	25.39307263175	-0.136201461318906	0.2091	1355.76019482733	101.366108306661	8.82786770184017	3.38183833227942	2.95562410150214
3809467	1.72448067718861	1.55937988818332	1.13880776521775	1.40935818993018	-4.09728802679842	747.1215	0	0	0.5936	103.846933309148	0	100	1465.42173112505	1.735	21.9613404679848	0	0	-0.935916564032657	0.499998892786281	0	2.8041	39.6421	-2.46095079000257	9.0855	-1.00618207052123	58.1666	0.3108	0	129.715810508495	1.22737295077416	0.57549772891303	0	10.1286051151823	0	9.4720992060281	0	0	25.0305357034887	-0.15889091553122	0.201	1359.65006566038	100.986019997322	8.82523448418526	3.4032275216709	2.87767438311577
